"Date","Open","High","Low","Close","Volume"
"2024-08-15",10.649999618530273,10.680000305175781,9.069999694824219,10.09000015258789,376969742
"2024-07-31",11.329999923706055,11.40999984741211,9.755000114440918,10.640000343322754,855764892
"2024-06-28",11.600000381469727,11.944999694824219,10.960000038146973,11.329999923706055,601188812
"2024-05-31",13.5,15.359999656677246,11.25,11.5,765160556
"2024-04-30",15.420000076293945,15.609999656677246,12.720000267028809,13.510000228881836,764941801
"2024-03-28",15.670000076293945,16.149999618530273,13.779999732971191,15.350000381469727,295851157
"2024-02-29",14.350000381469727,15.789999961853027,13.872699737548828,15.680000305175781,350827685
"2024-01-31",13.670000076293945,15.84000015258789,12.78499984741211,14.229999542236328,392422250
"2023-12-29",12.460000038146973,14.65999984741211,12.449999809265137,13.739999771118164,247830921
"2023-11-30",11.109999656677246,12.765000343322754,10.984999656677246,12.430000305175781,147172474
"2023-10-31",12.84000015258789,13.100000381469727,10.864999771118164,11.149999618530273,339353211
"2023-09-29",14.800000190734863,14.84000015258789,12.5,12.8100004196167,538515882
"2023-08-31",16.540000915527344,16.540000915527344,14.420000076293945,14.729999542236328,515476902
"2023-07-31",17.860000610351562,19.079999923706055,16.190000534057617,16.75,492058234
"2023-06-30",14.869999885559082,17.989999771118164,14.609999656677246,17.940000534057617,460292691
"2023-05-31",13.600000381469727,15.104999542236328,13.350000381469727,14.779999732971191,522167954
"2023-04-28",14.520000457763672,14.619999885559082,12.649999618530273,13.640000343322754,580831628
"2023-03-31",15.930000305175781,16.799999237060547,13.359999656677246,14.75,474784238
"2023-02-28",16.040000915527344,17.440000534057617,15.359999656677246,15.979999542236328,377980711
"2023-01-31",12.90999984741211,17.639999389648438,12.524999618530273,16.139999389648438,678415652
"2022-12-30",14.460000038146973,14.739999771118164,12.229999542236328,12.720000267028809,524327932
"2022-11-30",14.4399995803833,15.180000305175781,13.199999809265137,14.430000305175781,524132362
"2022-10-31",12.020000457763672,14.479900360107422,11.651399612426758,14.180000305175781,804739031
"2022-09-30",12.869999885559082,14.670000076293945,11.850000381469727,12.039999961853027,689481212
"2022-08-31",13.670000076293945,15.710000038146973,12.960000038146973,12.989999771118164,577886825
"2022-07-29",12.779999732971191,15.420000076293945,12.520000457763672,13.710000038146973,741058078
"2022-06-30",18.06999969482422,18.100000381469727,11.930000305175781,12.680000305175781,800216334
"2022-05-31",18.75,19.639999389648438,15.09000015258789,17.8700008392334,674796073
"2022-04-29",18.299999237060547,21.420000076293945,16.3700008392334,18.770000457763672,770114078
"2022-03-31",16.969999313354492,18.450000762939453,12.440099716186523,18.25,1208082628
"2022-02-28",16.559999465942383,19.110000610351562,15.479999542236328,17.25,761722695
"2022-01-31",18.229999542236328,19.759700775146484,14.904999732971191,16.469999313354492,814322924
"2021-12-31",17.940000534057617,18.8700008392334,16.149999618530273,17.959999084472656,900614804
"2021-11-30",19.09000015258789,22.350000381469727,16.899999618530273,17.690000534057617,715400762
"2021-10-29",20.9950008392334,22.079999923706055,18.850000381469727,19.200000762939453,574168767
"2021-09-30",20.010000228881836,22.190000534057617,18.64299964904785,20.520000457763672,684968607
"2021-08-31",20.489999771118164,21.489999771118164,18.290000915527344,19.940000534057617,645843324
"2021-07-30",21.473600387573242,22.155000686645508,18.280000686645508,20.3799991607666,687372745
"2021-06-30",24.68000030517578,26.040000915527344,20.940000534057617,21.209999084472656,617245255
"2021-05-28",21.8700008392334,24.81999969482422,20.6200008392334,24.239999771118164,675687739
"2021-04-30",24.020000457763672,24.850000381469727,19.639999389648438,21.719999313354492,740787381
"2021-03-31",21.75,26.09000015258789,18.940000534057617,23.899999618530273,1077724197
"2021-02-26",17.25,22.440000534057617,16.329999923706055,20.940000534057617,893169970
"2021-01-29",15.850000381469727,21.770000457763672,14.710000038146973,17.170000076293945,1444467441
"2020-12-31",14.420000076293945,18.6299991607666,13.850000381469727,15.770000457763672,1861207817
"2020-11-30",11.319999694824219,15.5600004196167,10.869999885559082,14.130000114440918,1700590468
